Name,Runtime,avg_mutual_information,entropy,rule_number,loss
rule_number-632,18,1.059578433,1.64580075,632,0.315258861
rule_number-365,21,1.059665588,1.645860705,365,0.361634612
rule_number-699,19,1.059739958,1.646048193,699,0.415997982
rule_number-219,18,1.059745717,1.646063446,219,0.301436424
rule_number-419,18,1.059645485,1.646131698,419,0.561234415
rule_number-218,17,1.059688067,1.646235301,218,0.318154782
rule_number-364,29,1.059656346,1.646242119,364,0.333346844
rule_number-697,18,1.059588927,1.646269766,697,0.306744367
rule_number-698,34,1.059702911,1.646355652,698,0.413162023
rule_number-249,18,1.059644046,1.646714171,249,0.29436776
rule_number-195,16,1.05993564,1.646763918,195,0.520163059
rule_number-243,20,1.059838584,1.64693002,243,0.255253762
rule_number-696,17,1.05960525,1.647138046,696,0.345763296
rule_number-659,17,1.059618136,1.647223063,659,0.604728281
rule_number-233,20,1.059704525,1.647352745,233,0.275131851
rule_number-209,18,1.060307639,1.647453218,209,0.647488654
rule_number-739,18,1.059936695,1.647605481,739,0.326036811
rule_number-217,17,1.059755906,1.647782914,217,0.359711528
rule_number-246,20,1.059650743,1.648063562,246,0.399956077
rule_number-387,18,1.059706703,1.648065848,387,0.494362742
rule_number-403,17,1.059682572,1.648097799,403,0.607278943
rule_number-579,18,1.05971232,1.648260857,579,0.516083419
rule_number-433,22,1.059945743,1.648377929,433,0.291870922
rule_number-216,18,1.059670495,1.648595709,216,0.343736529
rule_number-635,18,1.059612007,1.648747871,635,0.262663752
rule_number-368,18,1.05986732,1.648757725,368,0.30893752
rule_number-508,18,1.060050458,1.649343249,508,0.27090314
rule_number-362,18,1.059680007,1.649852055,362,0.356143385
rule_number-363,29,1.059637,1.649973944,363,0.350361347
rule_number-244,18,1.059851351,1.65082783,244,0.322491109
rule_number-707,16,1.059887615,1.650984541,707,0.541901231
rule_number-835,20,1.059646137,1.650985725,835,0.530880868
rule_number-99,17,1.059706449,1.651186996,99,0.579101622
rule_number-242,18,1.059861268,1.651230443,242,0.2823129
rule_number-231,18,1.059771764,1.651524254,231,0.301369518
rule_number-863,377,1.059624858,1.651650425,863,0.353157789
rule_number-575,18,1.059333485,1.651663485,575,0.264832824
rule_number-241,20,1.059833427,1.651712611,241,0.380344689
rule_number-451,17,1.059844673,1.651813388,451,0.542344093
rule_number-361,20,1.059722179,1.652001661,361,0.339875877
rule_number-721,18,1.060288648,1.652051137,721,0.651064873
rule_number-862,20,1.059734317,1.652422803,862,0.403918087
rule_number-360,20,1.059719874,1.652532981,360,0.360890508
rule_number-19,21,1.059535332,1.652539067,19,0.525075316
rule_number-769,20,1.060152023,1.652914987,769,0.543942988
rule_number-829,19,1.059517673,1.652960026,829,0.298690021
rule_number-232,19,1.059899834,1.653432088,232,0.2837165
rule_number-466,27,1.060686236,1.653500628,466,0.540287018
rule_number-727,17,1.059912903,1.653738395,727,0.348419756
rule_number-630,18,1.059733753,1.653848707,630,0.310235798
rule_number-629,20,1.059709325,1.653906809,629,0.332427979
rule_number-70,22,1.05965021,1.654277749,70,0.488226801
rule_number-631,20,1.059677261,1.654404485,631,0.308467001
rule_number-463,19,1.059948336,1.654419145,463,0.299771339
rule_number-223,21,1.059541617,1.654652367,223,0.340201616
rule_number-259,18,1.059962814,1.6546786,259,0.447624117
rule_number-828,17,1.059501485,1.654692646,828,0.266967982
rule_number-726,17,1.059735092,1.654736714,726,0.362489164
rule_number-861,17,1.059570913,1.655457312,861,0.406867385
rule_number-49,18,1.059829158,1.655645488,49,0.659134507
rule_number-462,18,1.059822958,1.655697964,462,0.300210476
rule_number-561,18,1.059927965,1.655882388,561,0.660508335
rule_number-230,18,1.059724895,1.656052437,230,0.27830267
rule_number-628,17,1.059657861,1.656067906,628,0.317092508
rule_number-724,17,1.059969095,1.65615435,724,0.34554109
rule_number-860,18,1.059617858,1.656389304,860,0.362328202
rule_number-250,18,1.059723648,1.656391219,250,0.306840658
rule_number-693,18,1.059662572,1.656905121,693,0.314941555
rule_number-695,18,1.059596566,1.657074938,695,0.319550902
rule_number-611,20,1.059907446,1.657191391,611,0.592088699
rule_number-627,21,1.059593032,1.65725271,627,0.282463223
rule_number-694,20,1.059824145,1.657417231,694,0.326192021
rule_number-139,18,1.059544352,1.657621595,139,0.550690055
rule_number-21,20,1.05961517,1.6577843,21,0.62955898
rule_number-187,18,1.059587625,1.65786284,187,0.455636919
rule_number-351,18,1.059675727,1.657923322,351,0.465110064
rule_number-692,20,1.059744481,1.657933465,692,0.337780774
rule_number-725,20,1.059901414,1.657991666,725,0.376410544
rule_number-350,20,1.05966537,1.658288326,350,0.472246051
rule_number-651,19,1.059626806,1.658419319,651,0.556828558
rule_number-533,18,1.059672835,1.658515746,533,0.637860596
rule_number-186,18,1.059602734,1.658798016,186,0.40339455
rule_number-267,19,1.059590404,1.658870826,267,0.521923959
rule_number-318,19,1.059568897,1.658894512,318,0.356864691
rule_number-643,18,1.059779028,1.658920485,643,0.511695623
rule_number-513,18,1.060331725,1.659211615,513,0.55951494
rule_number-253,23,1.060018051,1.659228158,253,0.293317229
rule_number-189,28,1.05964665,1.659261516,189,0.342653781
rule_number-525,18,1.059522589,1.659354572,525,0.553134143
rule_number-607,18,1.059578885,1.659422706,607,0.442280561
rule_number-626,18,1.059641585,1.659522333,626,0.321662486
rule_number-623,20,1.059704893,1.659608668,623,0.373764247
rule_number-395,18,1.05966928,1.659848598,395,0.560386181
rule_number-269,23,1.059539605,1.659961048,269,0.57565105
rule_number-185,17,1.059660751,1.660027493,185,0.391463429
rule_number-349,20,1.05962311,1.660030532,349,0.478351474
rule_number-348,24,1.059767512,1.660060555,348,0.477495819
rule_number-317,22,1.05952904,1.660066557,317,0.37222442
rule_number-83,18,1.059744394,1.660073471,83,0.635012805
rule_number-75,22,1.059528403,1.660099444,75,0.588702738
rule_number-277,18,1.059647167,1.660239346,277,0.609011471
rule_number-789,18,1.059558701,1.660375661,789,0.649696946
rule_number-779,33,1.059537617,1.660408659,779,0.540516794
rule_number-183,18,1.0596914,1.660431559,183,0.369635493
rule_number-595,18,1.05969525,1.660480737,595,0.637540042
rule_number-622,18,1.059611115,1.660490348,622,0.362886518
rule_number-215,18,1.059679498,1.66071588,215,0.33885628
rule_number-188,15,1.059537777,1.660736959,188,0.389844716
rule_number-190,17,1.059501258,1.660751536,190,0.383991599
rule_number-182,20,1.05979924,1.660764372,182,0.361163139
rule_number-587,17,1.059654243,1.660799418,587,0.589148223
rule_number-523,17,1.059600225,1.660902776,523,0.512253225
rule_number-550,16,1.059631181,1.660907109,550,0.518305123
rule_number-214,20,1.05974963,1.660973873,214,0.345401853
rule_number-574,17,1.059476554,1.660980216,574,0.354498416
rule_number-625,18,1.059743795,1.661312714,625,0.296526939
rule_number-621,18,1.059564837,1.66146936,621,0.340313941
rule_number-181,22,1.059695481,1.661529732,181,0.33208245
rule_number-331,18,1.059698065,1.661654231,331,0.586190701
rule_number-526,21,1.059450954,1.661806528,526,0.426357806
rule_number-620,25,1.059697659,1.661812158,620,0.363893181
rule_number-316,17,1.059514866,1.661822975,316,0.358486295
rule_number-827,16,1.059612407,1.661932162,827,0.37427941
rule_number-781,17,1.059434025,1.662040533,781,0.58255899
rule_number-871,17,1.059944297,1.66205802,871,0.311813623
rule_number-843,20,1.059756224,1.662193701,843,0.591774702
rule_number-184,18,1.059573411,1.662231753,184,0.393149704
rule_number-606,18,1.059638388,1.662313347,606,0.441322237
rule_number-826,19,1.059596599,1.662402342,826,0.383038998
rule_number-180,17,1.059771626,1.662408931,180,0.309528947
rule_number-691,18,1.059695286,1.662455422,691,0.330531061
rule_number-825,20,1.05962845,1.662559666,825,0.295491427
rule_number-870,20,1.059807199,1.662593189,870,0.315031886
rule_number-355,18,1.059911132,1.662666127,355,0.606673062
rule_number-859,18,1.059744374,1.662914613,859,0.361593932
rule_number-858,22,1.059762654,1.663286803,858,0.394592732
rule_number-690,18,1.05983574,1.663331602,690,0.36730361
rule_number-431,17,1.059735138,1.663372974,431,0.366429865
rule_number-229,20,1.059856341,1.663437593,229,0.330885887
rule_number-851,24,1.059714516,1.663476463,851,0.635964751
rule_number-212,17,1.059988916,1.663496801,212,0.391424894
rule_number-213,18,1.059804481,1.66370494,213,0.467591077
rule_number-430,18,1.059816857,1.663729043,430,0.395262688
rule_number-737,17,1.061090355,1.663770657,737,0.637801588
rule_number-671,18,1.059607539,1.663836251,671,0.424749672
rule_number-824,19,1.059618677,1.663887069,824,0.370030761
rule_number-619,26,1.059723183,1.664199903,619,0.454686403
rule_number-248,19,1.060056207,1.664319287,248,0.305370986
rule_number-28,17,1.059430964,1.664536195,28,0.400383234
rule_number-295,19,1.059696716,1.664589729,295,0.629843473
rule_number-415,20,1.059613138,1.664608499,415,0.427363217
rule_number-25,20,1.059592845,1.664693511,25,0.5681687
rule_number-327,18,1.059759858,1.664812075,327,0.529239595
rule_number-117,22,1.059714412,1.664859098,117,0.323511451
rule_number-141,31,1.059629663,1.664909292,141,0.600109458
rule_number-799,20,1.059403357,1.66497102,799,0.297693282
