"Name","entropy","loss","_wandb"
"rule_number-512","1.2413651639328338","0.6931472420692444",""
"rule_number-256","1.2423590975340597","0.6931472420692444",""
"rule_number-768","1.243570904113118","0.6931472420692444",""
"rule_number-128","1.246198825278023","0.6931472420692444",""
"rule_number-640","1.246222068082937","0.6931472420692444",""
"rule_number-384","1.247959511374867","0.6931472420692444",""
"rule_number-64","1.2561376711838574","0.6931472420692444",""
"rule_number-576","1.2564581067469025","0.6931472420692444",""
"rule_number-832","1.2579990228012787","0.6931472420692444",""
"rule_number-320","1.2593583988654802","0.6931472420692444",""
"rule_number-32","1.2662558441577103","0.6931472420692444",""
"rule_number-192","1.2667432647462358","0.6931472420692444",""
"rule_number-544","1.268719972074133","0.6931472420692444",""
"rule_number-704","1.270363958692212","0.6931472420692444",""
"rule_number-288","1.2727041078161423","0.6931472420692444",""
"rule_number-800","1.273161941050975","0.6931472420692444",""
"rule_number-528","1.2771791303643971","0.6931472420692444",""
"rule_number-16","1.2778416977080036","0.6931472420692444",""
"rule_number-160","1.2805606505161538","0.6931472420692444",""
"rule_number-448","1.2809280059482475","0.6931472420692444",""
"rule_number-672","1.2814643187124624","0.6931472420692444",""
"rule_number-784","1.2852812836549867","0.6931472420692444",""
"rule_number-416","1.2878058021401115","0.6931472420692444",""
"rule_number-8","1.2890358164376416","0.6931472420692444",""
"rule_number-520","1.2931627886057695","0.6931472420692444",""
"rule_number-272","1.2940150915373212","0.6931472420692444",""
"rule_number-776","1.298773987067951","0.6931472420692444",""
"rule_number-144","1.2993057130721115","0.6931472420692444",""
"rule_number-656","1.299498736010775","0.6931472420692444",""
"rule_number-400","1.30039036589932","0.6931472420692444",""
"rule_number-264","1.3041448463968783","0.6931472420692444",""
"rule_number-96","1.3115204587436464","0.6931472420692444",""
"rule_number-608","1.315176587239145","0.6931472420692444",""
"rule_number-648","1.3243861703065898","0.6931472420692444",""
"rule_number-136","1.3266076065904573","0.6931472420692444",""
"rule_number-392","1.3362039018325098","0.6931472420692444",""
"rule_number-864","1.339829838076655","0.6931472420692444",""
"rule_number-80","1.341755348258338","0.6931472420692444",""
"rule_number-352","1.344270238489926","0.6931472420692444",""
"rule_number-224","1.3517580131590567","0.6931472420692444",""
"rule_number-336","1.3520735251390807","0.6931472420692444",""
"rule_number-848","1.3529697182691016","0.6931472420692444",""
"rule_number-592","1.3564355170760831","0.6931472420692444",""
"rule_number-72","1.3817591211284943","0.6931472420692444",""
"rule_number-48","1.3847287138765312","0.6931472420692444",""
"rule_number-584","1.387251456771718","0.6931472420692444",""
"rule_number-560","1.3920780623159097","0.6931472420692444",""
"rule_number-840","1.3999128028072645","0.6931472420692444",""
"rule_number-208","1.4034252404124703","0.6931472420692444",""
"rule_number-328","1.4052225574958097","0.6931472420692444",""
"rule_number-720","1.4255236735099526","0.6931472420692444",""
"rule_number-736","1.4375967781249732","0.6931472420692444",""
"rule_number-712","1.4376707537894156","0.6931472420692444",""
"rule_number-200","1.4403229168395164","0.6931472420692444",""
"rule_number-456","1.4450421093032757","0.6931472420692444",""
"rule_number-304","1.4524496438206562","0.6931472420692444",""
"rule_number-816","1.4870032550283976","0.6931472420692444",""
"rule_number-480","1.496575736362032","0.6931472420692444",""
"rule_number-112","1.503615314786719","0.6931472420692444",""
"rule_number-464","1.5153397983064023","0.6931472420692444",""
"rule_number-2","1.530289764637538","0.6931472420692444",""
"rule_number-514","1.536095808321382","0.6931472420692444",""
"rule_number-258","1.5505553304715682","0.6931472420692444",""
"rule_number-770","1.5587824085654018","0.6931472420692444",""
"rule_number-516","1.5660987710522816","0.6931472420692444",""
"rule_number-4","1.5666056525220644","0.6931472420692444",""
"rule_number-642","1.5698404272909765","0.6931472420692444",""
"rule_number-386","1.571045656187856","0.6931472420692444",""
"rule_number-130","1.572531705237273","0.6931472420692444",""
"rule_number-260","1.5735879629359306","0.6931472420692444",""
"rule_number-772","1.5755298417576713","0.6931472420692444",""
"rule_number-66","1.5830101326964088","0.6931472420692444",""
"rule_number-578","1.5830124641102057","0.6931472420692444",""
"rule_number-322","1.584073389172707","0.6931472420692444",""
"rule_number-834","1.5846212139267422","0.6931472420692444",""
"rule_number-194","1.5848758123954283","0.6931472420692444",""
"rule_number-706","1.5871129916637776","0.6931472420692444",""
"rule_number-644","1.5876988720792256","0.6931472420692444",""
"rule_number-450","1.588525455304415","0.6931472420692444",""
"rule_number-132","1.5909871277815817","0.6931472420692444",""
"rule_number-388","1.592168814941327","0.6931472420692444",""
"rule_number-546","1.5968942021270005","0.6931472420692444",""
"rule_number-290","1.597483592681305","0.6931472420692444",""
"rule_number-34","1.597514703959105","0.6931472420692444",""
"rule_number-802","1.5989070636381066","0.6931472420692444",""
"rule_number-40","1.6028409557570609","0.6931472420692444",""
"rule_number-162","1.6034232506860635","0.6931472420692444",""
"rule_number-674","1.603473664787542","0.6931472420692444",""
"rule_number-836","1.6065383460478688","0.6931472420692444",""
"rule_number-418","1.6072302138271188","0.6931472420692444",""
"rule_number-68","1.6078062852602353","0.6931472420692444",""
"rule_number-324","1.6080186111093664","0.6931472420692444",""
"rule_number-580","1.6081897543910335","0.6931472420692444",""
"rule_number-708","1.6111626040708058","0.6931472420692444",""
"rule_number-196","1.6115100519815362","0.6931472420692444",""
"rule_number-452","1.6117545568392837","0.6931472420692444",""
"rule_number-6","1.6121042116256352","0.6931472420692444",""
"rule_number-98","1.6153324694578175","0.6931472420692444",""
"rule_number-552","1.6158206867044136","0.6931472420692444",""
"rule_number-610","1.61976301564238","0.6931472420692444",""
"rule_number-176","1.6197912320047636","0.6931472420692444",""
"rule_number-518","1.6219497090712578","0.6931472420692444",""
"rule_number-137","1.622890216556326","0.6931472420692444",""
"rule_number-649","1.6232818453554847","0.6931472420692444",""
"rule_number-808","1.6234906294577374","0.6931472420692444",""
"rule_number-393","1.62389223985256","0.6931472420692444",""
"rule_number-354","1.6241164262349774","0.6931472420692444",""
"rule_number-866","1.6268272884599704","0.6931472420692444",""
"rule_number-786","1.6286598257070393","0.6931472420692444",""
"rule_number-530","1.6293090083081274","0.6931472420692444",""
"rule_number-18","1.6293656819799471","0.6931472420692444",""
"rule_number-274","1.6295194982526042","0.6931472420692444",""
